param K := 20;
param B := 2;
param N := 25;

param: cars:=
1   1
2   3
3   3
4   2
5   5
6   3
7   3
8   2
9   4
10  5
11  1
12  4
13  3
14  1
15  3
16  5
17  5
18  4
19  1
20  1;

param: u:=
1   1   0
2   1   1
3   1   0
4   1   0
5   1   0
6   1   0
7   1   1
8   1   0
9   1   0
10  1   0
11  1   0
12  1   1
13  1   0
14  1   0
15  1   0
16  1   0
17  1   0
18  1   0
19  1   0
20  1   0
21  1   0
22  1   0
23  1   0
24  1   0
25  1   0
1   2   0
2   2   0
3   2   0
4   2   0
5   2   0
6   2   0
7   2   0
8   2   0
9   2   0
10  2   0
11  2   0
12  2   0
13  2   0
14  2   0
15  2   0
16  2   0
17  2   0
18  2   0
19  2   0
20  2   0
21  2   0
22  2   0
23  2   1
24  2   1
25  2   1
1   3   0
2   3   1
3   3   1
4   3   1
5   3   1
6   3   0
7   3   0
8   3   0
9   3   0
10  3   0
11  3   0
12  3   0
13  3   0
14  3   0
15  3   0
16  3   0
17  3   0
18  3   0
19  3   0
20  3   0
21  3   0
22  3   0
23  3   0
24  3   0
25  3   0
1   4   0
2   4   0
3   4   0
4   4   0
5   4   0
6   4   1
7   4   1
8   4   0
9   4   0
10  4   0
11  4   0
12  4   1
13  4   0
14  4   0
15  4   0
16  4   0
17  4   1
18  4   0
19  4   0
20  4   0
21  4   0
22  4   1
23  4   0
24  4   0
25  4   0
1   5   0
2   5   0
3   5   0
4   5   0
5   5   0
6   5   0
7   5   1
8   5   0
9   5   0
10  5   0
11  5   0
12  5   1
13  5   0
14  5   0
15  5   0
16  5   0
17  5   1
18  5   0
19  5   0
20  5   0
21  5   0
22  5   1
23  5   0
24  5   0
25  5   0
1   6   1
2   6   1
3   6   1
4   6   1
5   6   1
6   6   1
7   6   0
8   6   0
9   6   0
10  6   1
11  6   1
12  6   0
13  6   0
14  6   0
15  6   0
16  6   1
17  6   0
18  6   0
19  6   0
20  6   0
21  6   1
22  6   0
23  6   0
24  6   0
25  6   0
1   7   1
2   7   1
